"lambda[40,1]","lambda[40,2]","lambda[40,3]","lambda[40,4]","lambda[40,5]","lambda[40,6]","lambda[40,7]","lambda[40,8]","lambda[40,9]","lambda[40,10]","lambda[40,11]","lambda[40,12]","lambda[40,13]","lambda[40,14]","lambda[40,15]","lambda[40,16]","lambda[40,17]","lambda[40,18]","lambda[40,19]","lambda[40,20]","lambda[40,21]","lambda[40,22]","lambda[40,23]","lambda[40,24]","lambda[40,25]","lambda[40,26]","lambda[40,27]","lambda[40,28]","lambda[40,29]","lambda[40,30]","lambda[40,31]","lambda[40,32]","lambda[40,33]","lambda[40,34]","lambda[40,35]","lambda[40,36]","lambda[40,37]","lambda[40,38]","lambda[40,39]","lambda[40,40]","Beta 0","Beta 1","Beta 2","Beta 3","Beta 4","Beta 5","Beta 6","Beta 7","Beta 8","Beta 9","Beta 10","Beta 11","Beta 12","Beta 13","Beta 14","Beta 15","Beta 16","Beta 17","Beta 18","Beta 19","Beta 20","Beta 21","Beta 22","Beta 23","Beta 24","Beta 25","Beta 26","Beta 27","Beta 28","Beta 29","Beta 30","Beta 31","Beta 32","Beta 33","Beta 34","Beta 35","Beta 36","Beta 37","Beta 38","Beta 39","alpha[40]","tau2.alpha"
39.645137654421,33.2875108116442,17.5444178665483,12.9770821288829,9.5042839956847,7.33326846002346,5.00479039242545,5.23885572964444,4.40944817686474,3.95301562990836,2.50195068379852,3.22142972803029,2.22846840356552,2.01755524855062,2.57214009967041,1.84869831147148,1.81486444290659,0.83279070148439,1.20151680386664,1.19692815747158,0.702490772848515,1.01412222530124,0.352542091007156,0.705585668256072,0.0130177469386603,0.299898673928436,0.0871621500934428,0.000540186196141332,0.00720172131145476,0.007545221143021,0.0000577723607678097,0.0000000586046767843509,0.00000105729356847415,0.0000000015852688878813,0.0000000436196557583454,0.0000000000499240086978339,0.00000000000122894386031411,0.0000000000128739566705384,2.78775278662103e-15,2.23499783250677e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.08465571223933,125.275572801687
43.1424531961484,36.2239851385027,19.092107417032,14.121861885009,10.3427091367661,7.98017638554151,5.44629046678741,5.70100399417719,4.79842984149696,4.30173287033463,2.72266150809573,3.50560975415681,2.42505385245395,2.19553488853966,2.79904271820815,2.01178215274939,1.97496361263662,0.906255747531028,1.30750920647697,1.3025157703573,0.764461345866041,1.10358352193422,0.383641766955813,0.767829259011692,0.0141661139612117,0.326354384649278,0.094851202527296,0.000587838990177752,0.00783702473981683,0.00821082657991659,0.0000628687783148177,0.0000000637745175028371,0.00000115056324662295,0.00000000172511417150048,0.0000000474675853919418,0.0000000000543280799624167,0.00000000000133735575435397,0.0000000000140096391630515,3.03367578560591e-15,2.43215927821766e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.16919490861745,217.537767178987
43.3854556034585,36.4280188672061,19.1996448359606,14.2014041033932,10.400965054827,8.02512519880507,5.47696701845039,5.73311523477751,4.82545728005014,4.3259626339585,2.73799705931601,3.52535530746313,2.43871311103444,2.20790136804473,2.81480849109074,2.02311363415308,1.98608771144571,0.91136028637789,1.31487382905208,1.30985226710952,0.768767219398461,1.10979952108657,0.385802651792173,0.772154102513165,0.0142459054320201,0.32819259493244,0.0953854575091719,0.000591150027894464,0.00788116724300889,0.00825707454397775,0.0000632228904095955,0.0000000641337312269101,0.00000115704386184019,0.00000000173483097862439,0.0000000477349493609539,0.0000000000546340860709563,0.00000000000134488848936699,0.000000000014088549280348,3.05076314305285e-15,2.44585855852704e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.17481166394028,174.096219504283
37.1159702856479,31.1639291793552,16.4251691566817,12.1492072719873,8.89795680482027,6.86544152353465,4.68550905562171,4.90464216033805,4.12814678398185,3.70083241827308,2.34233837313128,3.01591814625826,2.08630293505916,1.88884501568901,2.40805004492762,1.73076033166582,1.69908489970619,0.779662696593299,1.1248658632176,1.12056995019202,0.657675271007154,0.949426149264452,0.330051616627508,0.660572727108464,0.0121872778642633,0.280766594059026,0.0816016279499698,0.000505724938565398,0.00674228644459414,0.00706387265404739,0.0000540867645430065,0.0000000548659828372523,0.000000989843370270575,0.0000000014841364267732,0.0000000408369334244548,0.0000000000467390992439296,0.0000000000011505432065781,0.0000000000120526607173764,2.6099076889047e-15,2.09241581812387e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.01873474625485,173.922457135776
41.971055741674,35.2404368968383,18.5737213640373,13.7384271973864,10.0618854409022,7.76349982656654,5.29841360034875,5.54621118403343,4.66814359012762,4.18493286104382,2.64873620891355,3.4104259609745,2.3592091519495,2.1359220527106,2.72304352780127,1.95715854379574,1.92133969519262,0.881649226642332,1.27200791151802,1.26715005643111,0.743704805422682,1.07361918674641,0.373225182919692,0.746981273492928,0.0137814777478162,0.317493259073117,0.0922758168233549,0.000571878073592775,0.00762423501297547,0.00798788744126549,0.0000611617746229074,0.0000000620429213155852,0.00000111932332495744,0.00000000167827412881709,0.0000000461787525931819,0.0000000000528529720383238,0.0000000000013010440703787,0.0000000000136292515300375,2.95130587314863e-15,2.36612165225265e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.14166763504818,130.38879212297
34.5669150675626,29.0236489797724,15.2971193488887,11.3148225057016,8.28686182201188,6.39393587770778,4.36371708263274,4.56780053676112,3.84463340632404,3.44666618970742,2.18147096735958,2.80879054515092,1.9430195629099,1.75912268305587,2.24266968479712,1.61189495860042,1.58239493589186,0.726116925061466,1.04761218572477,1.04361130794763,0.612507367043865,0.884221342240857,0.307384290699425,0.615205831295106,0.0113502784811118,0.261484071033434,0.0759973812084921,0.000470992698409885,0.00627923885857794,0.00657873913038865,0.0000503721870086826,0.0000000510978900521162,0.000000921862784321809,0.00000000138220872088538,0.0000000380323294376783,0.0000000000435291455797945,0.00000000000107152605730814,0.0000000000112249065873619,2.43066412442495e-15,1.9487126246321e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,4.94758441602617,69.3083899907189
38.2714664163895,32.1341260867327,16.9365182945664,12.5274369635815,9.17496841411804,7.07917677160237,4.83137854367923,5.05733371050707,4.25666444361229,3.81604690699389,2.415260161413,3.10980985168358,2.15125381605358,1.9476486274605,2.48301757206302,1.78464244362705,1.75198089063145,0.803935192294307,1.15988524012053,1.15545558652881,0.678150048443515,0.978983728749965,0.340326799063075,0.681137708284301,0.0125666927713249,0.289507432856446,0.0841420536651738,0.000521469191113143,0.00695218762295813,0.00728378546939307,0.0000557705962379022,0.0000000565740731926942,0.00000102065922057936,0.00000000153034063174025,0.0000000421082707544547,0.0000000000481941830775211,0.00000000000118636197174093,0.0000000000124278847170964,2.69115945769621e-15,2.15755700568106e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.04939201969643,106.688576509911
39.125725993701,32.8513937416866,17.314559282127,12.8070625961317,9.37976340561423,7.23719147871673,4.93922001877849,5.17021874372887,4.35167769261599,3.9012251069171,2.46917132076441,3.17922409415119,2.19927207476354,1.99112220318252,2.53844114842902,1.82447754905411,1.79108695567754,0.82187987541889,1.1857751044956,1.18124657635426,0.693287074222309,1.0008356802069,0.347923252889859,0.696341421788226,0.0128471946349911,0.295969544721452,0.0860201932278469,0.000533108934569394,0.00710736779806726,0.0074463672588812,0.0000570154548866473,0.0000000578368662962185,0.00000104344141305835,0.00000000156449945196913,0.0000000430481718594883,0.000000000049269928177454,0.00000000000121284282474749,0.0000000000127052882382941,2.75122898092264e-15,2.20571595824498e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.07146760778262,166.408570083165
39.1175282488208,32.8445106145877,17.3109314813361,12.8043792201901,9.37779812815337,7.23567511964902,4.93818513790172,5.16913546327441,4.350765915451,3.90040770999131,2.46865397224144,3.17855797314312,2.19881127637749,1.9907050170107,2.5379092862744,1.82409527879313,1.79071168151846,0.821707672568471,1.18552665717494,1.18099907786503,0.6931418145391,1.00062598197473,0.347850354918188,0.696195522148531,0.0128445028504588,0.295907532253739,0.0860021700070449,0.000532997235912617,0.00710587864006449,0.00744480707264767,0.0000570035088296345,0.0000000578247481345097,0.00000104322278793934,0.00000000156417165313482,0.0000000430391522714423,0.0000000000492596049875014,0.00000000000121258870611315,0.0000000000127026261864353,2.75065253479367e-15,2.20525380971625e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.07125806269175,132.573193151241
37.0779299500056,31.1319891191388,16.4083349221758,12.1367554912887,8.88883724629112,6.85840509964817,4.68070685495824,4.89961536910644,4.12391582657902,3.69703941740948,2.33993769931847,3.01282711731114,2.08416467319263,1.88690912938939,2.40558202290778,1.72898646711571,1.69734349945793,0.778863616562846,1.12371298280897,1.11942147268522,0.657001216473211,0.948453077858596,0.329713345145471,0.65989570295789,0.0121747870648324,0.280478835032576,0.0815179940508077,0.000505206618654652,0.00673537624293769,0.00705663285714524,0.0000540313307590805,0.0000000548097504287658,0.000000988828875061408,0.00000000148261532824395,0.0000000407950794558771,0.0000000000466911961173462,0.00000000000114936400933734,0.0000000000120403078877038,2.60723278201913e-15,2.09027129113422e-18,-1.40468740334491,-1.57947343630342,-2.21991988320469,-2.52147082370078,-2.83291306836466,-3.09223439394869,-3.4742601799844,-3.42855260995833,-3.60090616057263,-3.71017697399677,-4.1675850111009,-3.91483043631223,-4.28334117727707,-4.38276920679278,-4.13991743624699,-4.47017393622343,-4.48864493441555,-5.26762863934761,-4.90107095040272,-4.90489730628544,-5.43777872483504,-5.07063227656201,-6.12724096898511,-5.43338279816364,-9.42609741560111,-6.28896632718873,-7.52464081309866,-12.6082523824087,-10.018090922737,-9.97149658955431,-14.8436557963015,-21.7371070471806,-18.8444538644373,-25.3471675108937,-22.0324136802741,-28.8051748048902,-32.5095216777859,-30.1604704201996,-38.5981962886922,-45.7269471278627,5.0177093158932,184.293832429532
