"atraso","mean","lower","upper"
0,0.27491846450252,0.230377767894931,0.321594331574882
1,0.502250417960185,0.446884651262276,0.557622054259539
2,0.608573939879503,0.550002366431968,0.660623923762847
3,0.698092159661467,0.640901293006088,0.747881099291638
4,0.745378617866439,0.690696538974166,0.795178290591646
5,0.781206943401984,0.729223618529993,0.827382653615966
6,0.804530517362138,0.751417109348178,0.851750190963207
7,0.824078990194486,0.774103579161412,0.869803467290657
8,0.853844176152012,0.801373311710466,0.89655601795171
9,0.876389190680561,0.823490212057134,0.916656068624018
10,0.886880679285871,0.835325223385207,0.927369123646014
11,0.906787621925773,0.859956942080852,0.945659154456688
12,0.917196387429375,0.873874217074642,0.955884555806723
13,0.921595225712958,0.876267405099752,0.959809690953411
14,0.922297764644205,0.876526962515036,0.961638459456359
15,0.928257227578431,0.882397452096673,0.968227904631505
16,0.94707511220001,0.902688019049855,0.981889799658588
17,0.958767973446912,0.913158825477176,0.987991625456713
18,0.96709505198074,0.929952557389155,0.995018077966884
19,0.967096260881528,0.929965144772166,0.99501826929499
20,0.968007082156587,0.931435770141081,0.995167779124356
21,0.968706317225423,0.931726986998147,0.995179589147845
22,0.9705484624577,0.932477768235346,0.998084313497002
23,0.970630159223192,0.932477771159166,0.998471306368217
24,0.974867732204768,0.936864570119798,0.999191990469183
25,0.974902005598184,0.936864621673744,0.999419840762677
26,0.980704083107229,0.945675091066535,0.999931015141906
27,0.980704399021479,0.945675180940411,0.999931319202726
28,0.980705489984622,0.945688348259022,0.999932306024717
29,0.989598064557709,0.956407385459683,0.999999691080484
30,0.991035212281709,0.957087147351909,0.999999917747117
31,0.999026284666966,0.98679947699784,0.999999999933207
32,0.999026284707511,0.986799476997842,0.999999999945693
33,0.999026287016833,0.986799478112784,0.999999999994839
34,0.999026287016834,0.986799478112784,0.99999999999484
35,0.999026288210765,0.986799497508552,0.999999999999936
36,0.999999999999081,0.999999999992886,1
37,0.999999999999081,0.999999999992886,1
38,1,0.999999999999999,1
39,1,1,1
