1 11 21 31 41 51 61 71 81 91 101 111 121 131 141 151 161 171 181 191 201 211 221 231 241 251 261 271 281 291 301 311 321 331 341 351 361 371 381 391 401 411 421 431 441 451 461 471 481 491
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0310437853846907 0.00643022222830625 0.0246744766932143 0.0256031114208656 0.0977771481471927 0.0177608383082082 0.0414283872793875 0.043783701967915 0.00779221429743684 0.00709054110437308 0.0256059286004006 0.00985730653996926 0.0168262112035398 0.0354569197808693 0.00550736301018652 0.045156608978501 0.0675738159839987 0.0197351714698593 0.0107665251048161 0.0286027297567979 0.0185121742753839 0.0148337637349042 0.0274956450998743 0.0631170724412092 0.0860258789931312 0.0191370422120187 0.00573972197674499 0.0498608370881695 0.0514795606942635 0.0256149256215339 0.0206078576827036 0.045862883484015 0.0578167669789085 0.0251706307890295 0.0142031306803463 0.0141317382393795 0.00494963246829092 0.0415871224584772 0.0462901431256087 0.0284475491650189 0.0335257873625138 0.035351563280702 0.053415554776874 0.0372089760593632 0.0134740169020864 0.0131789731401094 0.00460433799853843 0.0545787846255267 0.0948664795997959 0.00310606094401266
0.141146301882625 0.059042034921202 0.118438922908226 0.102576302226687 0.20653659313962 0.148261595879127 0.136594595274066 0.145820293869001 0.0785784785846984 0.053546570112887 0.12600702934116 0.0766012509194316 0.0734210847979941 0.117650119496553 0.0794991261512589 0.1307180076875 0.178453398112869 0.0986603213638558 0.0775167889390619 0.111857916511664 0.0703203522296414 0.0945145777140639 0.119339903819943 0.159688198892069 0.188629207528809 0.0982166213378895 0.0769024615665056 0.142632675240673 0.127420026456608 0.114195638584154 0.13190220092957 0.136015493986922 0.149245317301171 0.13352500601335 0.101442272504067 0.101296347546572 0.0448980144427768 0.123745932606082 0.118290249996296 0.102628348521831 0.132665111311445 0.157789902405647 0.160524947818751 0.137817386809308 0.0760942703251086 0.0926246331689753 0.0678475044843606 0.140330709015129 0.202706232898477 0.0555084195081374
0.225494275857973 0.151170821457911 0.202593033621167 0.169523415476674 0.222440214273273 0.28552089004132 0.196110661899046 0.206469988486948 0.195748370381557 0.128996070529458 0.213923769951186 0.174112515353493 0.133715073083063 0.175508766083764 0.224214863780581 0.180728810693184 0.218850322700425 0.179069535731397 0.170658342029944 0.179700164275271 0.121721669224147 0.189912999949168 0.196312673474571 0.199480117578055 0.212640417601159 0.180243195906227 0.21328971177805 0.192151085459722 0.166913125932449 0.191812919787079 0.24231919340093 0.18795489542186 0.191297960731071 0.228975284731174 0.208861124866565 0.208911766258511 0.120201159533339 0.175083003948808 0.159332852550806 0.162805670062645 0.205223969274737 0.2418254064695 0.213048290474797 0.205989372735573 0.15287907104659 0.193992449419223 0.201078372761779 0.182423407545024 0.220745586388811 0.185256447769506
0.221583452457194 0.208368516805884 0.214566529679903 0.18750544541816 0.179285124777932 0.265955532272337 0.194132188701443 0.199161003631231 0.245087648022227 0.18039141892074 0.220985364858514 0.219051901186795 0.163760610113826 0.183371808725477 0.277424175464963 0.18055051954132 0.191565132376166 0.203096739188866 0.213247924270046 0.192871428533215 0.148278574861751 0.220548903257973 0.206757555538593 0.183256656283275 0.179999066642994 0.204982655231047 0.268404166876458 0.185810802573601 0.166173287559014 0.205572117631718 0.244339841586192 0.185385532423353 0.180762193854405 0.230529513313642 0.236314976074134 0.236510453785152 0.178772216877436 0.178544613657059 0.162742204308995 0.178713705935412 0.206793899132723 0.225266450125742 0.196580229256803 0.20401183540358 0.189592273561433 0.227431206230753 0.265962020023217 0.176328689967337 0.1798375900145 0.264533814237659
0.16549286521327 0.201156880558646 0.173334640338439 0.165555611073263 0.123134525980113 0.162840464459289 0.15614417481656 0.155025414102928 0.206168931392938 0.184915726966304 0.17235477734328 0.19639907856592 0.16048066887485 0.157052046383818 0.211856214322742 0.150559101113206 0.139043823288836 0.176602434125252 0.192805859172451 0.165096725491896 0.148406224487858 0.187424732137332 0.169411354103753 0.141986106130543 0.130069246307866 0.177845596255211 0.212910291164817 0.149428128285001 0.142130883671343 0.171044409877395 0.174900601116962 0.151564799283938 0.144243336039093 0.171567303068163 0.189824463086906 0.189965569072897 0.189741656053531 0.151751603054209 0.142615217425685 0.159668307969772 0.163789688473568 0.158411804899028 0.14812266563518 0.160426315082223 0.178887745108857 0.191383945929761 0.21939135683335 0.144628007503185 0.124817229898607 0.229266672893975
0.103731916700442 0.154391711774798 0.117773531907054 0.126615583686901 0.0764219046893908 0.0760934000010364 0.11005025641971 0.105276830391426 0.134181145275342 0.155271639735002 0.112321089160783 0.141630804190192 0.1364142251123 0.118532793052401 0.118306204939634 0.11193741151017 0.0896126478736362 0.129576386493402 0.141617569751276 0.122344787576348 0.131058219206001 0.130369433174465 0.118259168387314 0.0987439688537353 0.0850268581879005 0.129780295019734 0.125249346657804 0.106890689959087 0.110408332374514 0.121077412073636 0.100488829369492 0.109985804893393 0.103397917516957 0.105235280583971 0.122364756672896 0.122391641711796 0.162066278951441 0.11488157365979 0.113405087393614 0.125122816245352 0.111268184752119 0.093089168530949 0.0981268082805699 0.108909998335061 0.141693168651328 0.130164930832427 0.133238002377846 0.106891373924796 0.0782714105293273 0.143619020802281
0.057588613187429 0.101023740150703 0.070980185705649 0.0876692498681198 0.0442295642924743 0.0294691717117689 0.070794021847088 0.0650556209592589 0.0730481446346856 0.11350484653795 0.0646306671091179 0.0877933504747103 0.105077890921805 0.0819711851654393 0.0531081772528015 0.0768788575561778 0.0532041599726394 0.0845150605611842 0.0900410862096155 0.0820526575693683 0.106133844864119 0.0789161866896552 0.0738824722341454 0.0637354210527914 0.0518697327825586 0.0839998358733575 0.0598191709357898 0.0705202949157931 0.0802502247560949 0.0766314446015487 0.0495674836129602 0.0735006932581326 0.0688287554842024 0.0564515534543222 0.0677021867401217 0.0676607452645555 0.119016770999883 0.0802838841358268 0.0843254548238435 0.0895490588725647 0.0679704462651688 0.048307622937982 0.0594726046806026 0.0667888262181405 0.09940591620622 0.0763614523728779 0.0653519715596317 0.0735181992610843 0.0457656417899377 0.0717132411748167
0.0292505661593441 0.0587917081105335 0.0391791345990719 0.0564369643295728 0.0243231848074591 0.00994325644729686 0.0425951911276139 0.0375172545798957 0.034877575836742 0.0749434223786462 0.033945852077865 0.0486985587093529 0.0753004753151152 0.0531709557367025 0.0203039962429049 0.0498228880815914 0.0297470033901205 0.0505660812007504 0.0514941482280076 0.0511499351577668 0.0806626609284157 0.0431390015840411 0.0425534815485346 0.0389536324765722 0.0300825292733502 0.0497906030586085 0.0245101045619346 0.0438501579212517 0.0555602745373483 0.044681021842642 0.0218616302688956 0.0462434049413358 0.0434005697970756 0.0274480769226465 0.0334848731825575 0.0334289331840527 0.078218930205042 0.0529142336443262 0.0596976408466857 0.0599689788367625 0.0384122534300053 0.0228859768754928 0.0337725731071424 0.0380186611038287 0.0637987230973755 0.0401911267575525 0.0273929287965934 0.0479718703890356 0.0254244754680012 0.0303030606921833
0.0138810846983626 0.0312792572962377 0.0202211031945076 0.0343639635571677 0.0128647124281991 0.00301947969177071 0.0243526472630128 0.0205240729583275 0.0150621649850786 0.0457759471985925 0.016628540172494 0.0248122873925999 0.0510637279998138 0.0328433639166933 0.00686475213057354 0.0308888083243109 0.0158867589456901 0.0283228784140551 0.0271575580063177 0.0301535347111697 0.058401382111226 0.0218130186303408 0.0230329225605129 0.0228360814374399 0.0167864628406537 0.0275943169210546 0.00893110610810473 0.0260610909479633 0.0370641126590403 0.024469043865129 0.00885173451760927 0.0277846556168768 0.0262576695050652 0.0123804463052869 0.0152005205329166 0.0151564073308877 0.0472193697939207 0.0333498817752422 0.040707228970297 0.0381721177183781 0.020455084070521 0.0101135531835297 0.0182481331728108 0.0204449909021536 0.0382518484492407 0.0194694236978477 0.0101804521431633 0.030069488549714 0.0135833702320073 0.0112679591033263
