"atraso","mean","lower","upper"
0,0.00859874962170229,0.00563608550975682,0.0129120797911918
1,0.0577578301937952,0.0485002839503481,0.067786733262417
2,0.110612775426964,0.098031859453993,0.124658105129986
3,0.178958694302783,0.163246940225749,0.197786345732392
4,0.259929552200606,0.241363831301437,0.280119824237363
5,0.340262634980113,0.320250435758532,0.361199667252019
6,0.408174190701218,0.388159622746584,0.428703096417324
7,0.482205824598554,0.462302858656709,0.504657880954972
8,0.556500535114,0.535519958118208,0.578195704254754
9,0.610855985733609,0.589408423637017,0.63350808317071
10,0.659169025971492,0.637532389471627,0.680994680949409
11,0.710698190751052,0.687969576978336,0.732994126959864
12,0.747658803318593,0.726807187069775,0.770011203503763
13,0.773855692271489,0.751062296931478,0.794910463017556
14,0.799774991506788,0.778642599739497,0.820292340625269
15,0.82779824678023,0.807214979838133,0.849033548498763
16,0.852933725537883,0.83275147215053,0.874088069841858
17,0.868758874312727,0.848635277778951,0.887659720844313
18,0.882476327891925,0.863374702382754,0.901545114012654
19,0.892382387661105,0.871973534948593,0.911262257935244
20,0.910463041441706,0.891113665011486,0.929150827020462
21,0.926498396941529,0.90807626743449,0.942753714027747
22,0.937298412381582,0.92321657944062,0.950927817979056
23,0.942922872028968,0.930213987805444,0.956891504521936
24,0.954220670043531,0.943158716575041,0.966306456149661
25,0.961415511500014,0.951514906842596,0.972209860896101
26,0.963049634232361,0.953158488566886,0.974426835403715
27,0.967660444997369,0.954217846711775,0.97928601366876
28,0.969661962194982,0.956407241273649,0.980011005353711
29,0.971146395119337,0.957594655078382,0.981690934419714
30,0.977444201788905,0.962394970171801,0.985509848252041
31,0.980286608993606,0.965205963242698,0.989480302903928
32,0.98295033944455,0.966965789520824,0.992746494683906
33,0.986461045036838,0.969458473724706,0.994913556432872
34,0.988462244293088,0.97332335457998,0.995840565107979
35,0.992026869243529,0.978022882057665,0.997331707882957
36,0.992481894272529,0.979750239878403,0.997620724939312
37,0.993605359918768,0.983928782203113,0.998371857572992
38,0.9941375826395,0.986785350152051,0.998444809558733
39,1,1,1
