"mean","lower","upper"
0.0787282186836107,0.13017013677615,0.0274356985661483
0.323781574387347,0.379808015684829,0.267724040135632
0.568834930091084,0.629445894593507,0.508012381705116
0.813888285794821,0.879083773502186,0.7483007232746
1.10575619695197,1.23136583024456,0.988589064844084
1.54544383188458,1.68006792528792,1.42296979623397
1.98513146681718,2.1642574251936,1.86702721746931
2.56414132347863,2.7366161979979,2.40092464959566
3.21569743838506,3.4692390683704,2.97322409437203
4.08079802151897,4.38918876766477,3.82294208977717
5.15047320700178,5.52010349301474,4.84015579982456
6.61205772368102,7.06328430771415,6.18482764725964
8.70192466865329,9.49147815355462,7.99127569875605
12.0520299754935,13.5117490084017,10.9804597681759
17.4164295176913,19.0729835409706,15.3677511472135
