"atraso","mean","lower","upper"
0,0.00163427644477273,0.00100615012250997,0.00233971217020113
1,0.00856923047025854,0.00645173985560703,0.0105529566063859
2,0.0194396041666432,0.0167265073320538,0.0227387379246178
3,0.026878409626612,0.0233655512909071,0.0305728549894789
4,0.0385914901824162,0.0346016633384053,0.0427725342723937
5,0.0520309098085518,0.0470837189570028,0.0573306692202369
6,0.0618861694118747,0.0570634896634832,0.0669031159624408
7,0.0704126709846233,0.0650082481432753,0.0761101579283521
8,0.0850566507231648,0.0792351377008267,0.0914743183839118
9,0.0780871857486048,0.072351239366507,0.0844061287965591
10,0.0767818326952675,0.0708312267064562,0.0828430234599563
11,0.0790993101092826,0.0731693444626146,0.0852983147796507
12,0.0603104084490997,0.054764752415874,0.0662433426891698
13,0.0521889917294113,0.0475527451503597,0.0571228071509538
14,0.0418615979123479,0.0378011472907052,0.046374653714919
15,0.0381641885616184,0.0342630303208246,0.0424316558274429
16,0.0292320473016033,0.0253590920501925,0.0340364179291152
17,0.0225925139675532,0.0188146290653005,0.0263619677123267
18,0.0173452380478816,0.0142558230680808,0.0210555365825276
19,0.015893481871781,0.0130820228427551,0.0192853237105454
20,0.0114485732205872,0.00913284560226281,0.0140290181389206
21,0.0121342008752831,0.00872146982206116,0.0153529580983643
22,0.0113820616450967,0.00891030164877961,0.0143562270412251
23,0.0097260266003151,0.00777054844065835,0.0125444026532705
24,0.00907125884129061,0.00677651793962137,0.0121058006568015
25,0.00638035976497206,0.00473955802380518,0.00824574108015072
26,0.00735607956472973,0.0053952237594768,0.00989588932051368
27,0.00578056372990361,0.00365352148582733,0.00835575920553838
28,0.00655235189249337,0.00452728156506566,0.00920844311787809
29,0.0057485977258103,0.00364826078465216,0.00884658819593913
30,0.00576054327967033,0.00351139442183071,0.00925516293593034
31,0.00409689818635807,0.00202035034592875,0.00605844166557097
32,0.00667270097703791,0.00380117727881274,0.0111806792276324
33,0.00112038747008595,0.000509829986133511,0.00242393321567016
34,0.00219127423983571,0.000957526595329827,0.00583910678300495
35,0.00152017375639087,0.000625325459433688,0.00298705916977065
36,0.00504969617589256,0.00228975921377211,0.011784384925614
37,0.000403240908114637,0.000150193371992331,0.00503053728157769
38,0.00286461783779646,0.0015863923852217,0.00754619644199146
39,0.00345530365254662,0.00187874313328078,0.0150212956192643
