"atraso","mean","lower","upper"
0,0.00899718805917884,0.00811814371211859,0.0100627364360434
1,0.0526072199567451,0.0501257790546494,0.054943284280692
2,0.106861827130097,0.103157498920655,0.110155566683851
3,0.177245062539264,0.17198261059767,0.181538804699067
4,0.261210429780937,0.253773310589213,0.266932969510258
5,0.337646692298052,0.328617144839596,0.345153338603954
6,0.407327220782917,0.397081991741477,0.41541721556343
7,0.477270682035639,0.465426280635578,0.484874504390971
8,0.548771433739778,0.5362874831034,0.557774844985307
9,0.604668967187285,0.590876974119395,0.614345032915724
10,0.65449502617798,0.639918446037708,0.664735004475631
11,0.703567208492002,0.688615888980176,0.713321403160331
12,0.741222066820664,0.725651070624963,0.751037106726043
13,0.773479816034884,0.756352946372533,0.783195786185794
14,0.802501891163087,0.784761010521715,0.812677923163474
15,0.830205107176673,0.811925410554981,0.840657709003169
16,0.851612639384589,0.832079525985758,0.862270326078263
17,0.868155933219838,0.849375532221541,0.878737634795133
18,0.882478367680011,0.862585301309397,0.892967401398856
19,0.894218096146481,0.874207472767924,0.90445327278602
20,0.905022116253896,0.884530300996419,0.91492866218813
21,0.91615204489863,0.896064485338509,0.926203888846457
22,0.92440662790321,0.904010038975757,0.934074780368002
23,0.932029631417538,0.911033495206444,0.94173315439768
24,0.938874090855508,0.917432713600019,0.948569015465655
25,0.944182369346479,0.922965665316029,0.953064616306829
26,0.9498353732561,0.928373795847386,0.958715578308035
27,0.955274465017038,0.934071307638659,0.963860160594197
28,0.961015181380052,0.939466678061912,0.969084890066034
29,0.965181561351042,0.9436944990838,0.973157445255342
30,0.969162761105303,0.947895067420499,0.977302937634099
31,0.972172978736725,0.951700015546332,0.980405258124543
32,0.976233421434684,0.956856888033659,0.983822581998894
33,0.978250480168502,0.95913256541634,0.986043685082755
34,0.981616746817688,0.963272436511639,0.98938919185094
35,0.984904490465926,0.966984814794295,0.991860479364601
36,0.98771865779537,0.972773072837494,0.993811359704283
37,0.991615227736349,0.97988193056443,0.996125185851513
38,0.993749845155145,0.983726879344803,0.997010881003224
39,1,1,1
